Time,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10
0.0,-2.3269710394363927,-0.8942373437398439,2.0540732031923183,1.3809255417487905,1.8693390594107295,0.46809218367638217,-0.3631276239851838,0.18949669718721585,1.5097574924949506,-1.6701689288507655
0.5,0.09073618441977205,0.12122720736858095,-0.6012610855022182,1.8454226991854772,2.005569620675418,-1.715453825002389,-0.6450757895648962,-2.5185618624422137,2.3784766937035804,1.5375942545074488
1.0,-0.6659212404108199,0.9494851157595716,-1.10331387413541,-2.2769785858073517,0.9131327942363128,-1.104384510543638,-0.593524341953251,-0.18969199335108627,-2.130761318376017,0.26637547598251987
1.5,-0.6080352971933569,-0.7047544261984665,-0.5801752407357619,-1.0820079573747763,1.6822278631214118,-1.0524266493773584,0.21822104833921166,0.45624778187685755,-0.023595395617928006,0.708779618401747
2.0,0.01775749327611964,-1.0627874126067574,1.959553658491203,-0.14429246663657955,-1.0602174467042518,1.162975280396467,-0.15233911481006968,0.1756247474481038,1.265089894431115,0.4279452446287664
2.5,1.216816734755201,0.7248931081150821,0.30650385997802726,2.6145765313130975,-0.6197938507418713,-0.8695333423928002,0.5546648186964374,-1.0721878823010016,0.10900179375150543,-1.087449191142818
3.0,0.3289897566421629,0.3200443834135944,-0.3481634773224195,0.10460308216895797,0.006530444117370249,-0.7199629713538224,0.923339059440724,-0.9311677227892496,-1.1723287870627481,0.7013052927956529
3.5,0.743173357246915,-0.40718989742200334,-0.6451671692048184,-1.1644868900740484,0.986095695016372,0.7921442735146759,1.5693591709159382,0.36948165389612925,-1.8944923810099343,-0.3443580773213043
4.0,0.397394335962446,-1.065723771417399,0.032784891427497076,0.3702965125786078,0.06487196891320735,1.91882128937425,-0.8102611509405477,0.07972379754380299,-2.316523764821879,-0.9781286274336022
4.5,-1.8411106231883072,-2.604275037565816,0.5795754324773694,-0.4032170752024202,-0.8991868969553901,0.14601956851770462,-1.1383642941113634,1.5366392155212552,-0.35886450778194795,-1.1354179265063171
5.0,0.12429683222879864,-0.06691780930144442,1.5726808893141202,0.18338632163046475,2.032201939841635,-1.8218901243356203,1.6795996017461943,1.0780559441672977,-0.8660791234572349,-1.3975804987929583
5.5,-1.0083753796715043,0.5456580911305919,2.702262757622963,-1.8852475304324974,-0.18270712623235696,0.39736983100293677,1.3643948226400031,-0.44673390257282175,0.1622340091368764,0.16949126828339284
6.0,-1.1131589246875007,-1.472779403970492,2.1160643565312482,0.1367876730932237,-1.414382534528486,2.6348217037201103,-1.069064115050861,-0.5552955477375359,1.2685741599415705,0.6913999905158159
6.5,1.278276503787282,0.6292344702099543,-2.7305555902654204,0.4307213398036529,-0.2172693340748063,-0.569206592501431,-3.545584275028254,0.6352619116623148,-0.6849660855153834,2.507060381233507
7.0,0.28026002071624856,-0.14110793177600864,0.5880306440734838,0.37180699393462535,0.5054684146743654,-0.263427277147547,-0.9314541238363298,2.9323348050079527,-1.9856845718271037,-1.390235651752726
7.5,1.2194095304493167,-1.0630775594835968,-0.5537596924254711,-0.7071135887830196,-0.5078945119703524,-0.00788778211159602,1.3488094272933349,0.9635378857392469,-0.7637222234005853,-3.3392293180933463
8.0,1.0516868737421419,1.1899978157058513,0.026240869647212492,0.9498286470007494,2.1415706607570044,-0.8645161846735594,0.6541059976417656,-2.4799374968645984,1.8345351174351379,-0.10043898508617863
8.5,0.35918837724620195,-1.0907422547779633,-1.445108802732441,0.8574464737682987,-0.4002325478473534,-0.6054954027630971,-0.1944355455103295,-0.5028698341522643,0.47407517337423566,1.3621919548073742
9.0,-1.3745496771129575,0.12337368356905101,-0.5036144366377184,-0.42181921071146766,-0.7524468936001849,1.2836037466300918,0.33441315725828735,-0.8242123385905651,0.5724884397120595,-0.678345985313811
9.5,-1.0709143436033415,0.914267965750672,-0.045914575414225,0.4405921312425347,-1.1630015364932398,1.7724998056561025,0.11127714138198719,0.6520083536531932,-0.3479501190331099,-1.537379874727623
10.0,-0.8554166590076896,2.214116591734716,-1.7467539757089208,-0.24819623951766379,0.5192545343403856,1.1260274844536469,0.7460783207558227,0.6466262102375093,-1.0362878712169281,1.2359653760258063
