"Time","Cell 1","Cell 2","Cell 3","Cell 4","Cell 5","Cell 6","Cell 7","Cell 8","Cell 9","Cell 10","Cell 11","Cell 12","Cell 13","Cell 14","Cell 15","Cell 16","Cell 17","Cell 18","Cell 19","Cell 20","Cell 21","Cell 22","Cell 23","Cell 24","Cell 25","Cell 26","Cell 27","Cell 28","Cell 29","Cell 30","Cell 31","Cell 32","Cell 33","Cell 34","Cell 35","Cell 36","Cell 37","Cell 38","Cell 39","Cell 40","Cell 41","Cell 42","Cell 43","Cell 44","Cell 45","Cell 46","Cell 47","Cell 48","Cell 49","Cell 50","Cell 51","Cell 52","Cell 53","Cell 54","Cell 55","Cell 56","Cell 57","Cell 58","Cell 59","Cell 60","Cell 61","Cell 62","Cell 63","Cell 64","Cell 65","Cell 66","Cell 67","Cell 68","Cell 69","Cell 70","Cell 71","Cell 72","Cell 73","Cell 74","Cell 75","Cell 76","Cell 77","Cell 78","Cell 79","Cell 80","Cell 81","Cell 82","Cell 83","Cell 84","Cell 85","Cell 86","Cell 87","Cell 88","Cell 89","Cell 90","Cell 91","Cell 92","Cell 93","Cell 94","Cell 95","Cell 96","Cell 97","Cell 98","Cell 99","Cell 100"
0,-1.63744457053015,-3.17039420873239,-1.61205745217278,2.21046663103534,-2.34801726287724,-1.0537508254089,0.0187664641174091,-0.533229017448207,-0.457262241051198,-1.60310850045389,0.584348277794747,0.696428073570509,-0.0725395860683057,-2.09302086048183,-0.0286654500407095,0.187355160094828,0.440973471606406,-0.768116576890751,0.101995237810257,0.741881608908727,0.748741013525483,-1.69833713607202,2.4860090478402,0.58352750006152,-0.838771717178387,0.925155077828657,1.95125612089184,0.169336174728799,-0.162091507444236,-0.0629072021164984,-0.464196738345977,1.34851524768999,-1.41114339248786,-0.59967443589631,0.0605715977018021,-2.44077795436142,-2.24440489253942,1.42422554029544,-0.173294354232104,-0.525700572499523,0.225527584473147,-1.53460039765045,0.418170161419631,-0.00208149711333033,-0.122059539728926,3.07235071124537,-0.211865119215268,-1.54066786294538,-2.47215229967746,-1.47446496337222,-0.502347266509002,0.716730676914182,-0.11037507241987,0.2914768796178,-1.17878714893755,0.615685269374627,1.22052756927374,0.848145544744017,-0.231293267001767,-0.88368513021128,0.675393728954067,-1.16281816224847,-1.62104405653751,-0.14241815156143,0.480762598585569,0.0285967766334493,0.723335911821112,-1.30807837845374,-1.20553409631053,-1.18029596048585,1.50593866341266,1.8062069367569,0.00504924396287243,-0.952034683831281,1.3956760719308,-0.102681028633915,1.73876208641898,2.66326642943537,0.604462202143175,-1.05201509825435,-0.219479920872963,1.78826063063641,-0.63825304342594,3.43874226825918,-0.266381492034941,-0.5243246437874,-1.85714535621765,0.428215315704441,-1.9316629272637,-1.41647110247819,-0.807008017836369,-1.22031201134829,-0.00672336439651233,-1.42245663758261,0.336603662265859,2.18948130178301,-0.0236851156206133,0.400957996464067,-0.655287107961011,0.716603359994952
0.5,1.06864482409129,-0.411824710232348,1.91367357425402,-0.101369326155843,-1.57658772005771,-0.635634772848573,-1.84698995957925,-1.12506149674082,-0.957877237189536,2.21132904853455,1.41653458729721,1.41480094169319,0.709042144070909,-0.347044353239749,2.05939999057518,-1.54243324846528,-2.69525719877243,-0.0301134653532064,-0.331575556096733,-0.551036067875173,0.0264713748346154,-3.00650624958703,0.548790016107222,1.39304261578604,0.0820240366016661,-0.890580534215066,-0.426690661211265,1.49722097118079,0.739898614257308,0.151814107207331,0.985218377947523,-1.16624753506369,-0.240290323935151,0.361983903490784,0.426569936334362,0.315895337503446,-1.26292507005675,1.23778351136726,-0.216496413050052,-0.602247982037073,1.72254095908097,2.04057676578607,1.15121007715933,0.193785992926574,-0.508706611976402,1.55018505262628,0.690340590804281,-3.25393784800278,0.668364697097543,-0.067686784958249,1.53895370778583,-0.377956620144881,1.94717186323714,2.44624390341863,0.0748888652681474,-2.88142517877012,-1.57870819678567,-0.10486305916493,-2.01881695088387,1.80681533014967,-0.476303659585878,0.66053488450546,-1.21222386906166,1.57192558525949,2.10389681901743,1.9997594643442,-2.78202856585483,0.511581624803249,0.514042864103825,2.02004936193502,0.898739661116243,0.587822458494435,1.42505605762015,-1.32968662308938,2.65451863605956,-0.430678295582298,1.73493909012886,-0.153870507717123,0.68524019101618,1.01371887190572,0.459063238458604,0.680155684962466,-2.66173511653294,1.51480075657743,0.329514759340002,-0.241376248814877,0.459338556370193,1.49617652572552,-0.850788083771469,-0.808656585777032,-1.39771432919045,-0.0545195440041534,1.69528131950687,-0.337650933627259,-0.600966493755142,0.625103575236142,1.43989828352067,2.92595543354526,-0.380316821230981,0.845656662216346
1,-0.206107342986228,-0.573741026456646,0.380577336450915,-0.240308265264906,-1.76141369455727,0.44025856820408,1.661616341795,-0.893281885632346,-0.0988815965217333,1.03167312828701,0.195909516740608,-0.0637413092301559,-0.322994485786218,-1.5446862084001,1.17938770478509,-0.815361702940586,2.44866073812025,0.900857594076429,-0.382263765915997,1.60034817973986,0.228968706368227,-0.836815436693253,-1.48002424470869,-0.343627747290968,-2.72636698407923,-1.48271959937,-0.310729926774481,0.475852555059605,1.8973806485815,2.54229990491878,2.2433441750084,-0.305396667968303,-0.355089471634333,0.996870315397535,-0.447275142699791,0.603382740773692,1.32454277824021,-1.91681354618242,-1.51958694336365,-1.41748302094368,-2.03314865485938,-1.39548278862585,0.00454733184557976,0.575140359386193,-1.00711228278435,-0.103777601761404,2.130943081376,-1.83893070389559,0.739682788156859,-1.27972436973579,0.150002540091087,-2.52990864114714,0.598675759107403,-0.0494297302080211,-1.20053186936117,-1.10944273458725,-0.941753361670732,-0.45118704617134,1.23894523166484,0.954726380632054,0.0964446305690494,0.889007551542847,-1.1838772178329,-1.93704047110021,-0.993965843905517,-1.89313657112564,-1.01217064855407,0.54064242767936,2.52931241351265,1.56080409819127,-0.766540353249859,-0.43687013883167,1.57456003783587,0.791650929181967,1.42091948634486,0.946419837321448,-0.303808870981385,-0.460681055340399,-1.51645083691734,1.30869195009889,-1.96459152201271,0.754510583611371,-1.55932279562829,-2.37494197931675,0.184822661711952,1.02809311713977,0.0758187704549846,-0.162134730311481,0.898683114364216,-1.36403838786788,1.70000744835944,-0.120913392679187,1.91539676780473,2.05825350307786,0.320400739076099,-0.762530118391856,2.0433256972759,1.8131831300703,0.437914480096542,-1.06708385060457
1.5,-0.160331343056028,0.765102674464846,0.117811528023324,-0.371999426958627,1.29181224550552,1.85569132446045,-1.06002807256579,-1.94503715307412,0.644341370658961,-0.932228275256208,-0.349602614223839,2.43124089695958,-0.00970639831385545,-0.0349209763145216,-1.13449954217945,0.782381829922461,-0.688560913403192,-0.105768152671801,0.786356456687042,1.87514845415826,1.52550339744199,-0.78304122175694,1.84942402278738,-1.82548253391166,0.805602978912084,-1.17868503083544,-2.16170072707424,-0.0428450542000313,1.11659985935275,0.339186561400196,0.921410525295812,-0.103125723689535,-2.2960984471865,-1.0412759831297,-0.604110485811495,1.36133856327934,-0.485173581230814,1.83969501596983,-0.608862208763888,-1.13743392179796,0.886257511386276,2.14902995420834,0.853838664564564,0.75678254191388,-0.533638552737393,-2.62332630003124,-1.2130012211851,1.09270802930408,-1.44245577481194,1.64118875977212,-1.3995711321277,-1.8894634684265,-0.678159254675629,-2.29100269327363,1.86694691195717,1.60571876570235,-0.752913768140701,-0.525341894573363,0.978945221623652,1.65742597097359,0.675373577017729,0.349492708124482,1.21024579548581,0.482541206651611,-1.2440141806846,-3.36331585283522,2.68354756264775,-0.227701839504565,-2.19034154156139,2.15444921886996,-0.823264965174522,0.623709836731204,-0.926516311153417,0.694041305139664,-1.23400909828118,-0.556250793127795,-0.627618641087452,-0.886249525306141,-1.18719500822463,-2.3930665414543,-2.15615507436299,-0.687608138375851,0.454094743903785,-1.38919984962806,-1.29198279818612,-0.403242388789387,0.128821640007529,0.673220973260914,1.65588244183518,0.741874210745237,2.7673917553405,-1.01233705236471,-1.6298957410346,0.150117202224393,-1.36363019128611,-1.85864432591465,1.17459271909857,-0.558152672503141,0.829790745928178,0.00540163584177538
2,-0.933979188925843,0.764687377138563,-0.950152754279089,-1.11815925731891,-0.77318873880689,1.76136252287552,1.29242894089202,-0.630515390556041,1.13797419846121,0.550518320920143,-1.3826966911731,0.12249865559776,0.804202421823393,0.118404502922896,-1.32230289003163,-1.12073022470876,-0.042719710607616,1.75797910909168,-0.0454355544286009,-0.545919537431492,-0.225350631147929,0.0341545114363704,-1.34674724976153,1.18429227654498,1.49393384867451,1.06774446426241,-1.68234668857035,0.444646057034839,-0.85687835638856,2.18438159034984,-1.243658318254,1.07087163506837,-0.338629332402577,-0.376659165375479,-2.1203814456349,-0.356615561302413,0.293922633053651,0.595993844994451,2.21895442730175,-0.429667292678671,-0.912297943165679,-1.14290800508574,1.08324617601298,-0.408465466773044,1.27032675600288,-0.858050141658439,0.646526574744378,-0.623595823751384,0.629197161162221,2.40756699057496,1.85475680305906,0.016507170279766,-1.06286067118612,1.16310765087678,0.995357323821702,1.70123317040089,0.535136971363359,1.32968475836671,1.7882110801754,-0.50011684954828,0.345192583610452,-1.08641103089435,0.995531550068611,0.294611672713761,-2.10276570874856,0.405676121956578,-0.248775219949096,-0.436298386798116,-1.88666178865775,-0.140713966777377,2.04345653538315,-0.141018557667528,-1.58142642903478,-1.93759780517596,-0.441337809378448,-0.728583028223434,-0.553067592391602,-0.288805330463317,2.19144913386952,-0.0273009124691594,1.23437563356404,0.509020662044945,0.735491806785294,1.37695794873473,-0.574742641665944,-1.93792485048482,0.549953306176038,1.34662948633232,-0.509956974156899,2.16921254340431,0.343192445744472,-2.18513765642691,-1.91455775164254,-2.70671991921509,-0.835867274216789,-1.25404204423409,-1.75184099106276,-1.6761274548788,-0.0283341503121208,2.14397489747183
2.5,-0.780360576786871,0.344164683217931,-1.40159385374508,-0.21148674842964,-1.90494007698057,2.67896765238455,0.976240849335654,-0.256667694960973,0.304546262365664,1.72249948347946,0.538338231425292,0.8421876847673,-0.657192273228665,-0.709964180330706,-0.459699138149977,0.210747341178383,0.432419837083921,1.06564492452961,0.219979738708362,1.20849324061623,4.04227783935424,1.22978533755807,-1.3481048984421,0.203875483589813,-1.87506923193012,1.56811497665327,-1.34576653696026,2.96177531815411,-1.22714758105113,-0.423760057035971,0.74981297602636,1.63610759018761,3.01683399453128,-0.347276163820307,-0.115388859153642,1.22035706049163,0.484981438057956,-1.34255164115518,0.94933276946278,0.910192802395928,-0.587213568989889,2.42770905262411,-0.581118697291394,0.239832473187671,-1.77112716981297,-0.0594618100445495,0.445515875034771,-1.14177089812918,1.03751442032691,-0.339785546815481,1.95158145734164,0.221330000873216,-1.01562550904876,1.69526456181603,0.822622266798409,-0.367099337222072,1.11385566783155,1.65745977640555,1.59841509988299,0.428106416964288,-0.965277635618426,-1.78945296389315,-0.441716428198384,0.0744186207471556,0.73250651882021,3.49045421730085,-0.64350462084264,-2.15505309812157,0.13718509141473,-0.780059252789503,3.02240925622356,0.540737577884202,0.629463873235238,0.609373695917362,0.116236176064422,0.159564574672872,-2.25339464280141,0.77754555808584,0.860850956235715,0.0223298305642141,1.64450177481138,1.13405806833326,-1.67745848387109,-0.0733960074213752,0.75535511541894,0.856225531468032,-0.311946209072768,-1.05750423674433,-0.679514299143751,-0.200540134752041,-2.07892014672354,-0.108167454787266,-0.423392478457518,-1.50351235639088,-0.949470718297655,2.47878826304819,-1.34657139529412,-0.664707404016819,-2.10202185120397,-0.0643201439975054
3,1.34448698231146,-0.0451352843482908,-0.75422879502346,1.71086011856458,0.292716712901076,-1.07619206948866,2.29363415712699,1.16261742241942,0.666740804311668,2.18086997092653,1.02154872459773,-0.020878313044452,0.437163879770214,1.3117440000019,0.232886683978593,0.309132373569282,1.98131162408512,-0.22079195450518,0.0720305433718981,0.080295680961495,1.13647415155992,-1.55295459309676,-1.20022844767422,0.304800373554107,1.70766467601233,1.13860782105563,1.14733447203374,-2.00033734221597,-1.44375354202785,-0.186176722001987,-1.41265561655307,0.300582523849082,2.62488556763498,0.830915779729431,-0.942267534720022,2.22651188951308,1.23875799975699,0.173233629767136,-0.16123936113208,1.30150333409912,1.54520312902165,-1.73078037007116,1.69571299055529,1.72779333367745,-3.31091918938976,-1.4599581533709,-0.252501067453838,1.70684293423932,-1.19431037462493,-1.45510944853781,-1.01933370783462,-0.38873531539805,0.185352484714584,-1.75734581199455,-2.18873447883628,-1.61826391908866,0.0830419413992773,0.097679401293544,0.157493260079643,-0.238393872904608,-0.0509679561108882,0.0248475299921848,-1.355822905832,0.168682746286511,0.66817161261844,1.48975715608401,-1.95935855529991,0.619198116579825,2.18497868304205,0.287935593026613,-0.153611805106377,0.56339710617305,0.67815245767189,1.67629960442107,1.37207600008453,-0.73795665400351,1.44887512666419,0.81105624153941,-0.0200183883586999,0.855223757840168,-0.888730844194287,-0.0334678472942443,-0.889994145844226,-1.37007915881302,1.22525953412562,0.146859773758972,1.39652227879062,-0.577306282112817,-2.89817500810509,-0.661872897292282,-0.594714052358947,-1.02401342586973,0.0683578716179973,2.04586089045404,1.17280168153087,2.1507209865613,0.847822297264196,-0.244003647144393,-0.860697682787058,-0.0968191947457913
3.5,-1.26427640652758,-0.279786609821937,-1.07376429338863,0.0572346902151842,0.212931854184903,-1.14253243718281,-2.20021819386134,0.940415616425891,-1.15031087109529,-0.0254217398313875,0.147189050128921,-1.74479575335176,1.20293769824603,0.405737108066203,-0.365722959759814,1.29537584983758,-0.702878468927029,0.7057838668216,-1.40142508309522,-1.38844321949525,0.466199419477353,0.159400036400193,-0.121659820628901,-0.848716985622583,1.57369833355215,1.30455533515877,-0.675268358006536,0.184164018655422,0.664818516922664,-1.9963950003316,0.649791313998687,-0.217387420685584,-1.08601458834493,-0.380198675325133,-0.618878780903214,-1.34676822497506,-0.197854072325645,0.84826552450044,0.166007768559908,-0.0852629232613339,0.626480818203668,0.251400034579923,1.26111176118432,-0.324529767830432,-2.2084665867041,-1.55052795603951,-0.44367825135082,1.89256816884137,-0.576268894363229,-1.94710514228696,-0.697982895942134,-0.611784362774502,-0.138578445377726,0.269983605503287,-1.65050267505309,-0.644969148569349,-0.325755214224433,-0.509932570336849,-0.841818165097083,-0.0643397155656075,2.41234634793909,2.85717665617432,-0.566532020252235,0.907231736334863,-0.44548205800626,-0.808042315789412,-2.09914102864257,1.60050177329577,-0.447733457189692,1.49036162414293,-2.26708781886861,0.04058681381073,-0.703226083244239,1.55790657012155,0.160778982532592,0.938718296197904,0.582272513377749,1.93350420518164,0.102279019735363,2.78528776195038,-1.30402039843527,-1.58766063146333,-0.919899708885226,0.649005288709911,1.0699519077004,-2.67236424951596,0.78218048174019,1.50412922784389,0.788495591649311,0.130108869549347,1.54784167224282,-1.36075453027596,-1.24572475341992,-0.201264949753286,-0.0604874926416136,-1.04661642867651,1.52951648746357,0.419609942219232,2.50033338895948,-1.69489055925585
4,0.401048858226082,-0.074618391022472,0.138486401684768,-0.170257015668409,1.15967896140762,-1.18106504601947,-1.02099381213829,-0.100842140395962,-0.37063033234151,-0.158046732510206,-0.250866927964709,-1.41117095095166,0.343442499236869,0.145474882380624,2.33554701529624,2.13111281109509,-0.803367955752081,0.844835023664721,-0.215035669474421,0.597717853670821,0.0109481778215485,2.09866018731337,-0.416818941768656,2.04518631387282,-0.65717824262437,-0.813547239599497,0.470082812856119,1.47393345164169,1.34573384162508,0.757432425610164,0.534487600744824,0.607242735602515,0.226940369308816,0.512156987203699,-0.889643990482138,-1.8678737839002,-0.445403864552132,-0.117337741481564,1.30743683217922,-1.45494139114108,0.792630817321598,-1.81278156740706,0.723488519958006,0.894296358434522,0.483141885079455,-0.235866268808247,-0.0106032433799172,0.213475703716409,0.75815919847329,1.37575169621593,1.50903905424123,-1.94360174387453,0.440972211679464,1.62097701232543,-0.268366191390354,0.449968377514901,-0.146386310919846,0.595075504582931,1.55711142561247,-1.51671247128819,0.211048190228494,-0.577818054220388,1.47692384021627,1.05816391388204,-0.72482070900266,-1.03710289998975,2.10089802889187,-0.62227804484354,-0.911601979021802,1.55996889736856,0.358250646330409,1.3301112529165,-1.94365152074559,0.0973755647566148,-0.224570413662208,1.54431035461812,1.09536751948053,0.769697564344689,0.578789858701505,0.61676622520991,-0.636804995942003,0.269793287806174,0.463191373545906,-0.776018068788618,-0.700225130282885,-2.31675403560286,-1.77033722303797,3.79847376258166,2.1747234096247,1.03690402139836,0.407182486327946,-1.04989328693531,-0.401455942043169,-1.78775932669348,1.86018752725229,-1.3507422366601,2.29523843910246,0.820912220538212,1.9405316607536,0.55284651104057
4.5,-1.53324723312459,1.32225515729084,-0.314014553601649,0.540154551508489,0.079047690011066,0.189515707002191,-1.35628980367877,-0.328029754985631,0.997614736795768,-2.30292156954329,0.773831857335223,-1.65175153547988,2.87032312180208,0.924798373124045,-0.361112296177635,0.422809196882864,1.0264160204773,-0.396601510131121,1.1620969685055,-0.516295248074096,-0.830488767422084,-1.55315026791835,-0.592686223598082,0.347653979031077,0.248888487210015,-0.813798078859884,-0.291729087530257,-1.50559478071873,0.415155588065694,-0.67037987596892,-1.19352190459962,-0.0918912137828708,-0.648123676490338,0.804849674125215,2.87926027521579,-0.611472074544596,0.56678686002163,0.416738685174934,-0.177262865403002,-1.31261858823237,0.41457092752297,-0.739376817399403,-0.807022077220423,-0.302024229068004,2.11504617250792,0.891605659730198,-0.467301773865495,2.24900024556148,1.24675808153272,-0.279910658973927,0.600321540245249,0.984326893956434,0.489962922689492,-0.621103663490193,1.39029547342169,3.11629148884192,-0.099315296766648,0.899050176688464,0.972395856446197,-0.296739639404173,-0.449609362482785,-1.97322287070566,0.0034659737943579,-0.430549668448539,0.0496065949995137,0.905289653387407,4.0140976056869,-0.838164019441881,2.09706971400165,-0.306975056481582,1.56052102796866,0.783273832430239,-0.0171567664208291,-0.871944840265426,-1.80949277371357,1.023809545828,1.20525320994031,-2.09889752342986,0.153769328128617,-0.853093162968538,0.253983119070614,0.396778508025728,-0.320096836116668,-0.681304650073953,0.556462170256734,1.30923048935109,-0.196602165757952,-1.95946074612428,1.25377870169993,1.59584948242293,0.0432080848284939,0.46833956309458,0.444465791846961,-0.0541500833906516,0.566400345431904,0.0178179381036083,-0.332116802239766,1.88479167465294,-0.444420692122198,1.80090732140088
